,Normal,Normal + Diversify,Soft,Soft + Diversify,Aggressive,Aggressive + Diversify,Very Aggressive,Very Aggressive + Diversify
0,1.2804643581570558,1.2866067806432917,1.293932917994784,1.2711808171544479,1.2822225441900899,1.2824652274702983,1.2958924949290058,1.2818559837728192
1,1.3041937119675455,1.3212061721240222,1.313291799478412,1.3177238481599534,1.320935960591133,1.3132526803824978,1.3144363952477545,1.321050420168067
2,1.345622283396117,1.3541227180527382,1.3615176760359315,1.347247899159664,1.3549746450304259,1.3460250651984929,1.350867139959432,1.365647638365691
3,1.3733765575195593,1.373532309475514,1.3735895392639814,1.3836945812807881,1.374876122862938,1.3740930165169516,1.400049985511446,1.3820073891625615
4,1.400176035931614,1.4011373514923209,1.4089307447116777,1.4029621848739495,1.4056179368299044,1.3863916256157636,1.412577513764126,1.4046769052448567
5,1.4113619240799768,1.410647638365691,1.4178361344537815,1.4222660098522169,1.4232323964068385,1.4099152419588523,1.417991886409736,1.4236924079976818
6,1.433562011011301,1.4282461605331789,1.4374492900608518,1.4426369168356996,1.4321472037090697,1.4255491161982032,1.429518980005795,1.441130831643002
7,1.4411192407997682,1.4469755143436684,1.451464792813677,1.45131845841785,1.4581751666183713,1.4458055636047522,1.445434656621269,1.4578498985801216
8,1.4551463343958273,1.4624789915966385,1.4734634888438132,1.4598326572008111,1.4696175021732831,1.4546334395827296,1.457762967255868,1.4705469429150972
9,1.469473341060562,1.4702470298464214,1.4873326572008114,1.4679187192118226,1.4775615763546797,1.4721037380469428,1.4681773399014777,1.4780013039698636
10,1.4717878875688206,1.484001738626485,1.5013322225441903,1.4814053897421036,1.4917465951898001,1.4861011301072153,1.474033613445378,1.486231527093596
11,1.4811308316430019,1.4903317878875688,1.506588669950739,1.489333526514054,1.494276296725587,1.4869892784700087,1.4820073891625616,1.4885344827586207
12,1.4893885830194145,1.4993313532309474,1.5167444219066937,1.4979071283685887,1.5051600985221674,1.4908330918574326,1.4872457258765577,1.499944943494639
13,1.5030882352941175,1.5050181106925529,1.5359178498985802,1.51216096783541,1.5105172413793104,1.50090408577224,1.4963184584178495,1.5062612286293828
14,1.5091183714865257,1.5108309185743263,1.5405744711677776,1.5169320486815416,1.512545638945233,1.5150456389452331,1.5107323964068384,1.5133193277310923
15,1.5117444219066938,1.521188061431469,1.5458446827006664,1.5180925818603304,1.5160185453491741,1.5193451173572876,1.516419153868444,1.514917415241959
16,1.5188735149232107,1.5265589684149523,1.5517581860330338,1.5259750796870473,1.5191024340770791,1.518630831643002,1.5179165459287163,1.5177883222254418
17,1.532873080266589,1.5320465082584758,1.5545899739206028,1.529860185453492,1.5259316140249202,1.51966096783541,1.5238619240799767,1.521677774558099
18,1.5389307447116778,1.5393016516951605,1.561217762967256,1.5332758620689657,1.5265727325412923,1.5243313532309473,1.5238619240799767,1.521677774558099
19,1.5441458997392061,1.5418451173572876,1.5628868443929296,1.5422913648217909,1.5305172413793104,1.5278180237612284,1.5253614894233554,1.5244733410605622
20,1.5494595769342219,1.5517465951898002,1.5668313532309475,1.5422913648217909,1.5314466821211243,1.5278180237612284,1.528889452332657,1.5256454650825848
21,1.5527310924369748,1.5529737757171835,1.57091784989858,1.5454484207476096,1.5321906693711966,1.5278180237612284,1.528889452332657,1.5268885830194145
22,1.5569298753984353,1.5564032164589974,1.573246160533179,1.5499036511156186,1.5386880614314693,1.528717762967256,1.528889452332657,1.5268885830194145
23,1.5650318748188932,1.5594023471457548,1.5760163720660678,1.5515611416980586,1.5386880614314693,1.529603738046943,1.5312177629672556,1.5284040857722396
24,1.5703614894233557,1.5654165459287164,1.5760163720660678,1.5517168936540133,1.5423442480440452,1.529603738046943,1.5335895392639813,1.5284040857722396
25,1.5732323964068387,1.5654165459287164,1.57883222254419,1.5568175891046074,1.5432599246595191,1.532287018255578,1.5335895392639813,1.5297594900028977
26,1.5732323964068387,1.56757534048102,1.5796312662996232,1.5588916256157637,1.5463872790495508,1.529603738046943,1.5335895392639813,1.5297594900028977
27,1.5761583598956825,1.5695740365111561,1.5796312662996232,1.56383222254419,1.5500159374094467,1.529603738046943,1.5353064329179948,1.5297594900028977
28,1.5761583598956825,1.5695740365111561,1.581602434077079,1.5680172413793103,1.5500159374094467,1.5315452042886117,1.5365908432338453,1.5300021732831062
29,1.579718197623877,1.5695740365111561,1.5847754274123442,1.5764879745001448,1.5517741234424804,1.5315452042886117,1.5371472037090697,1.5340017386264848
30,1.5810757751376414,1.5726898000579541,1.5847754274123442,1.5779737757171834,1.5526463343958272,1.5315452042886117,1.539873949579832,1.5340017386264848
31,1.5810757751376414,1.5747594900028976,1.5847754274123442,1.5786902347145753,1.5543175891046073,1.5315452042886117,1.539873949579832,1.5340017386264848
32,1.5823326572008114,1.5747594900028976,1.5867168936540135,1.5786902347145753,1.5553890176760359,1.5331889307447115,1.5429165459287164,1.5340017386264848
33,1.5830310055056507,1.5768885830194148,1.5872732541292378,1.582074036511156,1.5562749927557227,1.5331889307447115,1.5429165459287164,1.5340017386264848
34,1.5841458997392062,1.5788025210084036,1.5896015647638364,1.584058968414952,1.559358881483628,1.5331889307447115,1.543944508838018,1.5340017386264848
35,1.5871884960880907,1.5819595769342218,1.5900297015357867,1.5846312662996231,1.559358881483628,1.5331889307447115,1.5496015647638366,1.5340017386264848
36,1.5890314401622718,1.5821037380469427,1.5900297015357867,1.5846312662996231,1.559358881483628,1.5331889307447115,1.5496015647638366,1.5340017386264848
37,1.5905744711677774,1.5821037380469427,1.5904737757171834,1.5846312662996231,1.5609729064039408,1.5331889307447115,1.5531041727035642,1.5340017386264848
38,1.5921747319617503,1.5829440741813965,1.5910460736018546,1.589145899739206,1.561602434077079,1.5331889307447115,1.5540749058243988,1.5340017386264848
39,1.592889017676036,1.5857302231237322,1.5991458997392058,1.589189365401333,1.5640886699507388,1.5331889307447115,1.5540749058243988,1.5340017386264848
40,1.592889017676036,1.5857302231237322,1.6035598377281948,1.589189365401333,1.5658171544479862,1.5331889307447115,1.5576600985221674,1.5340017386264848
41,1.594145899739206,1.5908881483627935,1.6035598377281948,1.5895465082584757,1.5662155896841496,1.5344479860909879,1.5576600985221674,1.5340017386264848
42,1.594145899739206,1.5929165459287165,1.6035598377281948,1.5895465082584757,1.5667878875688208,1.5344479860909879,1.5616046073601852,1.5340017386264848
43,1.594145899739206,1.5929165459287165,1.6049036511156187,1.5895465082584757,1.5687590553462765,1.5344479860909879,1.565276731382208,1.5340017386264848
44,1.594145899739206,1.5929165459287165,1.6049036511156187,1.5919733410605623,1.5687590553462765,1.5358743842364533,1.565276731382208,1.5359591422776007
45,1.594145899739206,1.5932736887858592,1.605331787887569,1.5919733410605623,1.5687590553462765,1.5358743842364533,1.568046942915097,1.5359591422776007
46,1.594145899739206,1.5932736887858592,1.605331787887569,1.594587800637496,1.5687590553462765,1.537259490002898,1.568046942915097,1.5359591422776007
47,1.594145899739206,1.5954165459287164,1.6067444219066938,1.594587800637496,1.5708309185743263,1.537259490002898,1.568046942915097,1.5359591422776007
48,1.5943588814836278,1.5981454650825846,1.610672993335265,1.5945899739206029,1.5708309185743263,1.537259490002898,1.568046942915097,1.5359591422776007
49,1.5943588814836278,1.5985026079397278,1.610672993335265,1.5954049550854823,1.5744595769342218,1.537259490002898,1.568191104027818,1.5373877137061722
50,1.5951303969863808,1.6014879745001451,1.610672993335265,1.5954049550854823,1.5744595769342218,1.537259490002898,1.568191104027818,1.5373877137061722
51,1.5951303969863808,1.6026463343958275,1.610672993335265,1.5954049550854823,1.577030570849029,1.537259490002898,1.568191104027818,1.5373877137061722
52,1.5951303969863808,1.6026463343958275,1.6117603593161403,1.5954049550854823,1.5776876267748479,1.537259490002898,1.568191104027818,1.5376028687337002
53,1.598273688785859,1.6026463343958275,1.6117603593161403,1.59631845841785,1.5776876267748479,1.537259490002898,1.568191104027818,1.5376028687337002
54,1.598273688785859,1.6065611416980587,1.6117603593161403,1.59631845841785,1.5776876267748479,1.537259490002898,1.568191104027818,1.5414604462474646
55,1.598273688785859,1.6092168936540134,1.614617502173283,1.59631845841785,1.5780310055056506,1.537259490002898,1.568191104027818,1.5414604462474646
56,1.598273688785859,1.6118451173572879,1.614617502173283,1.59631845841785,1.5780310055056506,1.5394320486815416,1.5710460736018546,1.5414604462474646
57,1.6022022602144306,1.6118451173572879,1.6176463343958272,1.59631845841785,1.5780310055056506,1.5394320486815416,1.5715908432338452,1.5414604462474646
58,1.6022022602144306,1.6118451173572879,1.6200159374094465,1.5973898869892784,1.5780310055056506,1.5394320486815416,1.5726600985221675,1.5414604462474646
59,1.606432917994784,1.6118451173572879,1.6214445088380178,1.6064307447116777,1.5780310055056506,1.5394320486815416,1.5756454650825846,1.5414604462474646
60,1.606432917994784,1.613516372066068,1.6214445088380178,1.6064307447116777,1.5808881483627935,1.5452745580991016,1.5763597507968705,1.5414604462474646
61,1.606432917994784,1.613516372066068,1.6214445088380178,1.6064307447116777,1.5808881483627935,1.5394320486815416,1.5794755143436685,1.5423601854534916
62,1.606703129527673,1.613516372066068,1.6214445088380178,1.6064307447116777,1.5808881483627935,1.5394320486815416,1.5794755143436685,1.5423601854534916
63,1.6068885830194148,1.6137590553462764,1.6214445088380178,1.6064307447116777,1.5858881483627933,1.5394320486815416,1.5794755143436685,1.5423601854534916
64,1.6068885830194148,1.6137590553462764,1.6214445088380178,1.6064307447116777,1.5858881483627933,1.5394320486815416,1.5794755143436685,1.5423601854534916
65,1.6068885830194148,1.6137590553462764,1.6214445088380178,1.6067878875688206,1.5858881483627933,1.5394320486815416,1.5820602723848158,1.5423601854534916
66,1.6068885830194148,1.615402781802376,1.6214445088380178,1.6067878875688206,1.5896312662996233,1.5394320486815416,1.5820602723848158,1.5436308316430023
67,1.6068885830194148,1.616703129527673,1.6214445088380178,1.6067878875688206,1.5896312662996233,1.5394320486815416,1.5820602723848158,1.5436308316430023
68,1.6068885830194148,1.616703129527673,1.6214445088380178,1.6067878875688206,1.5902745580991016,1.5394320486815416,1.5820602723848158,1.5436308316430023
69,1.6070740365111562,1.616703129527673,1.6225594030715735,1.6067878875688206,1.5902745580991016,1.5394320486815416,1.5820602723848158,1.5436308316430023
70,1.6070740365111562,1.616703129527673,1.6228730802665894,1.6067878875688206,1.5902745580991016,1.5394320486815416,1.5820602723848158,1.5436308316430023
71,1.6070740365111562,1.6179737757171835,1.6228730802665894,1.6067878875688206,1.592474645030426,1.5394320486815416,1.5837452912199361,1.5436308316430023
72,1.6071884960880904,1.6190589684149521,1.6228730802665894,1.6067878875688206,1.592474645030426,1.5394320486815416,1.5837452912199361,1.5505607070414373
73,1.6077173283106345,1.6191734279918863,1.6228730802665894,1.6067878875688206,1.596073601854535,1.5394320486815416,1.584045204288612,1.5527035641842946
74,1.6077173283106345,1.6200594030715734,1.6228730802665894,1.6067878875688206,1.596073601854535,1.5394320486815416,1.5847732541292379,1.5527035641842946
75,1.6077173283106345,1.6200594030715734,1.6228730802665894,1.6067878875688206,1.596073601854535,1.5452745580991016,1.5847732541292379,1.5527035641842946
76,1.6097594900028978,1.6207736887858593,1.6271587945523036,1.6067878875688206,1.596073601854535,1.5394320486815416,1.5847732541292379,1.5527035641842946
77,1.6097594900028978,1.6207736887858593,1.6271587945523036,1.6067878875688206,1.596073601854535,1.5394320486815416,1.5847732541292379,1.554132135612866
78,1.6097594900028978,1.6207736887858593,1.6310736018545349,1.6067878875688206,1.596073601854535,1.5394320486815416,1.5857461605331786,1.554132135612866
79,1.6119871051869024,1.6207736887858593,1.6310736018545349,1.6067878875688206,1.596073601854535,1.5394320486815416,1.586274992755723,1.554132135612866
80,1.6140155027528253,1.6207736887858593,1.6310736018545349,1.6067878875688206,1.596073601854535,1.5394320486815416,1.586274992755723,1.554132135612866
81,1.6142878875688207,1.6229165459287163,1.6310736018545349,1.6067878875688206,1.596073601854535,1.5434040857722398,1.586858881483628,1.554132135612866
82,1.6142878875688207,1.6229165459287163,1.6310736018545349,1.6067878875688206,1.596073601854535,1.5434040857722398,1.586858881483628,1.554132135612866
83,1.616144595769342,1.6229165459287163,1.6310736018545349,1.6067878875688206,1.596073601854535,1.5452745580991016,1.586858881483628,1.554132135612866
84,1.6209729064039409,1.6229165459287163,1.6310736018545349,1.6067878875688206,1.596501738626485,1.5452745580991016,1.586858881483628,1.5565176760359316
85,1.6209729064039409,1.6229165459287163,1.6310736018545349,1.6067878875688206,1.596501738626485,1.5452745580991016,1.5890452042886118,1.5565176760359316
86,1.626602434077079,1.6229165459287163,1.6310736018545349,1.6067878875688206,1.601872645609968,1.5452745580991016,1.5890452042886118,1.5565176760359316
87,1.626602434077079,1.6229165459287163,1.6310736018545349,1.6067878875688206,1.6056157635467978,1.5452745580991016,1.5921450304259634,1.5565176760359316
88,1.6314307447116778,1.6229165459287163,1.6313597507968707,1.6067878875688206,1.6056157635467978,1.5452745580991016,1.5921450304259634,1.5565176760359316
89,1.6314307447116778,1.6229165459287163,1.6313597507968707,1.6067878875688206,1.6056157635467978,1.5452745580991016,1.5921450304259634,1.5566321356128658
90,1.6314307447116778,1.6232026948710518,1.6313597507968707,1.6067878875688206,1.6056157635467978,1.5467762967255867,1.5921450304259634,1.5566321356128658
91,1.6314307447116778,1.6232026948710518,1.6313597507968707,1.6067878875688206,1.6062728194726166,1.5467762967255867,1.592330483917705,1.5566321356128658
92,1.6314307447116778,1.6232026948710518,1.6313597507968707,1.6067878875688206,1.6068016516951609,1.5467762967255867,1.592330483917705,1.5566321356128658
93,1.6314307447116778,1.6232026948710518,1.6313597507968707,1.6067878875688206,1.6068016516951609,1.5467762967255867,1.5937590553462764,1.5566321356128658
94,1.6314307447116778,1.6232026948710518,1.6313597507968707,1.6067878875688206,1.6068016516951609,1.5467762967255867,1.5937590553462764,1.5566321356128658
95,1.6322022602144306,1.6232026948710518,1.6313597507968707,1.6067878875688206,1.6068016516951609,1.5467762967255867,1.5937590553462764,1.5566321356128658
96,1.6322022602144306,1.623273688785859,1.6313597507968707,1.6067878875688206,1.6068016516951609,1.5467762967255867,1.5937590553462764,1.5566321356128658
97,1.632644161112721,1.623273688785859,1.6313597507968707,1.6067878875688206,1.6068016516951609,1.5467762967255867,1.5937590553462764,1.5566321356128658
98,1.6333584468270068,1.6265886699507388,1.6313597507968707,1.6067878875688206,1.6068016516951609,1.5467762967255867,1.5937590553462764,1.5566321356128658
99,1.6333584468270068,1.6265886699507388,1.6313597507968707,1.6067878875688206,1.6068016516951609,1.5467762967255867,1.5955310055056504,1.5566321356128658
